Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
31342103,Here I Stand: Stories that Speak for Freedom,Amnesty International UK,"UK, Amnesty International","Neil Gaiman, Jack Gantos, Ryan Gattis, Jackie Kay, Al Kennedy, Liz Kessler, Elizabeth Laird, Amy Leon, Sabrina Mahfouz, Chelsea Manning, Chibundu Onuzo, Frances Hardinge, Bali Rai, Chris Riddell, Christie Watson, Mary and Bryan Talbot, Tim Wynne-Jones, Sarah Crossan, Matt Haig, Tony Birch, John Boyne, Sita Brahmachari, Kevin Brooks, Kate Charlesworth",140635838X,9781406358384,0,4.2,Walker Books,Hardcover,320,2016,2016,,8/3/16,to-read,to-read (#50),to-read,,,,0,,,0,,,,,
27071490,Homegoing,Yaa Gyasi,"Gyasi, Yaa",,1101947136,9781101947135,5,4.42,Alfred A. Knopf,Hardcover,320,2016,2016,5/9/17,5/4/17,,,read,,,,1,,,0,,,,,
18693763,Everything I Never Told You,Celeste Ng,"Ng, Celeste",,159420571X,9781594205712,4,3.82,Penguin Press,Hardcover,292,2014,2014,3/15/17,2/18/17,,,read,,,,1,,,0,,,,,
31277777,Lost and Found Cat : The True Story of Kunkush's Incredible Journey,Doug  Kuntz,"Kuntz, Doug","Amy Shrodes, Sue Cornelison",1524715476,9781524715472,5,4.27,Crown Books for Young Readers,Hardcover,48,2017,,3/9/17,2/21/17,owned,owned (#143),read,,,,1,,,0,,,,,
29939230,"A Conjuring of Light (Shades of Magic, #3)",V.E. Schwab,"Schwab, V.E.",,0765387468,9780765387462,5,4.39,Tor Books,Hardcover,624,2017,2017,3/9/17,1/11/17,,,read,,,,1,,,0,,,,,
23848559,Furiously Happy: A Funny Book About Horrible Things,Jenny  Lawson,"Lawson, Jenny",Krisztina SzÃ©p,1250077001,9781250077004,0,3.93,Flatiron Books,Hardcover,329,2015,2015,,3/4/17,to-read,to-read (#65),to-read,,,,0,,,0,,,,,
22328,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,0441569595,9780441569595,4,3.88,Ace Books,Mass Market Paperback,271,1984,1984,3/3/17,10/6/11,owned,owned (#8),read,,,,1,,,0,,,,,
30809689,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,039360909X,9780393609097,5,4.1,W. W. Norton & Company,Hardcover,299,2017,2017,2/21/17,9/18/16,owned,owned (#135),read,,,,3,,,0,,,,,
34497,"The Color of Magic (Discworld, #1; Rincewind #1)",Terry Pratchett,"Pratchett, Terry",,0060855924,9780060855925,0,3.99,Harper,Hardcover,228,2005,1983,,2/18/17,"to-read, owned","to-read (#63), owned (#140)",to-read,,,,0,,,0,,,,,
2845024,Anathem,Neal Stephenson,"Stephenson, Neal",,0061474096,9780061474095,0,4.18,William Morrow,Hardcover,937,2008,2008,,9/8/12,"to-read, owned","to-read (#32), owned (#138)",to-read,,,,0,,,0,,,,,
31434269,Here I Am,Jonathan Safran Foer,"Foer, Jonathan Safran",,0241146186,9780241146187,0,3.64,Hamish Hamilton,Paperback,571,2016,2016,,2/17/17,owned,owned (#137),read,,,,1,,,0,,,,,
25326609,TENDER DATA,Monica McClure,"McClure, Monica",,,,0,4.27,,,,,2015,,2/17/17,"currently-reading, owned","currently-reading (#4), owned (#136)",currently-reading,,,,1,,,0,,,,,
30754980,"Big Mushy Happy Lump (Sarah's Scribbles, #2)",Sarah Andersen,"Andersen, Sarah",,1449479618,9781449479619,0,4.31,Andrews McMeel Publishing,Paperback,128,2017,2017,,2/5/17,to-read,to-read (#62),to-read,,,,0,,,0,,,,,
20718289,Hansel and Gretel,Neil Gaiman,"Gaiman, Neil",Lorenzo Mattotti,1935179624,9781935179627,4,3.81,TOON Graphics,Hardcover,54,2014,1857,2/3/17,2/3/17,owned,owned (#134),read,,,,1,,,0,,,,,
25953369,Hidden Figures: The American Dream and the Untold Story of the Black Women Mathematicians Who Helped Win the Space Race,Margot Lee Shetterly,"Shetterly, Margot Lee",,0062363603,9780062363602,5,3.95,William Morrow Paperbacks,Paperback,368,2016,2016,1/30/17,1/16/17,owned,owned (#133),read,,,,1,,,0,,,,,
17333223,The Goldfinch,Donna Tartt,"Tartt, Donna",,0316055433,9780316055437,0,3.89,"Little, Brown",Hardcover,771,2013,2013,,1/27/17,to-read,to-read (#61),to-read,,,,0,,,0,,,,,
216363,The Man in the High Castle,Philip K. Dick,"Dick, Philip K.",,0679740678,9780679740674,0,3.65,Vintage,Paperback,259,1992,1962,,1/20/17,to-read,to-read (#60),to-read,,,,0,,,0,,,,,
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,0307352145,9780307352149,0,4.05,"Crown Publishing Group/Random House, Inc.",Hardcover,333,2012,2012,,1/18/17,"currently-reading, owned","currently-reading (#3), owned (#132)",currently-reading,,,,1,,,0,,,,,
100924,"Perelandra (Space Trilogy, #2)",C.S. Lewis,"Lewis, C.S.",,0007157169,9780007157167,4,3.98,HarperCollins,Paperback,288,2005,1943,1/18/17,8/20/13,owned,owned (#88),read,,,,1,,,0,,,,,
1870129,"Astonishing X-Men, Volume 4: Unstoppable",Joss Whedon,"Whedon, Joss",John Cassaday,0785122540,9780785122548,5,4.33,Marvel,Paperback,200,2008,2008,1/17/17,1/13/17,,,read,,,,1,,,0,,,,,
24612216,Lobster Is the Best Medicine: A Collection of Comics About Friendship,Liz Climo,"Climo, Liz",,0762458682,9780762458684,4,4.42,Running Press Adult,Hardcover,112,2015,2015,1/16/17,1/6/17,owned,owned (#131),read,,,,1,,,0,,,,,
20578515,The Little World of Liz Climo,Liz Climo,"Climo, Liz",Brian Konietzko,0762452382,9780762452385,0,4.32,Running Press Adult,Hardcover,158,2014,2013,,1/16/17,to-read,to-read (#59),to-read,,,,0,,,0,,,,,
29775347,The Secret Life of Squirrels: A Love Story,Nancy     Rose,"Rose, Nancy",,0316272639,9780316272636,5,3.86,"Little, Brown Books for Young Readers",Hardcover,32,2016,2016,1/14/17,1/14/17,owned,owned (#130),read,,,,1,,,0,,,,,
31981,"Astonishing X-Men, Volume 3: Torn",Joss Whedon,"Whedon, Joss",John Cassaday,0785117598,9780785117599,4,4.24,Marvel,Paperback,152,2007,2007,1/12/17,1/11/17,,,read,,,,1,,,0,,,,,
7857195,Squirrel Seeks Chipmunk: A Modest Bestiary,David Sedaris,"Sedaris, David",Ian Falconer,0316038393,9780316038393,4,3.35,"Little, Brown and Company",Hardcover,159,2010,2010,1/8/17,1/8/17,owned,owned (#129),read,,,,1,,,0,,,,,
28595941,Arcanum Unbounded: The Cosmere Collection,Brandon Sanderson,"Sanderson, Brandon",,0765391163,9780765391162,5,4.52,Tor Books,Hardcover,672,2016,2016,1/7/17,10/28/16,,,read,,,,1,,,0,,,,,
22747806,Home,Carson Ellis,"Ellis, Carson",,0763665290,9780763665296,4,4.08,Candlewick Press,Hardcover,40,2015,2015,12/30/16,12/30/16,,,read,,,,1,,,0,,,,,
24606050,On Cats,Charles Bukowski,"Bukowski, Charles",,0062396013,9780062396013,5,3.85,Ecco,ebook,128,2015,2015,12/22/16,12/28/15,owned,owned (#107),read,,,,1,,,0,,,,,
18739426,"The Bands of Mourning (Mistborn, #6)",Brandon Sanderson,"Sanderson, Brandon",,,,5,4.45,Tor,Kindle Edition,448,2016,,12/21/16,9/15/16,,,read,,,,1,,,0,,,,,
20174424,"City of Stairs (The Divine Cities, #1)",Robert Jackson Bennett,"Bennett, Robert Jackson",,080413717X,9780804137171,0,4.12,Broadway Books,Paperback,452,2014,2014,,12/21/16,to-read,to-read (#58),to-read,,,,0,,,0,,,,,
24426209,Monstress #1,Marjorie M. Liu,"Liu, Marjorie M.",Sana Takeda,,,0,4.22,Image Comics,Comics,72,2015,2015,,11/10/16,to-read,to-read (#56),to-read,,,,0,,,0,,,,,
16065004,"Shadows of Self (Mistborn, #5)",Brandon Sanderson,"Sanderson, Brandon",,0765378558,9780765378552,4,4.3,Tor Books,Hardcover,383,2015,2015,12/17/16,9/15/16,,,read,,,,1,,,0,,,,,
28092838,Absolutely on Music: Conversations with Seiji Ozawa,Haruki Murakami,"Murakami, Haruki",Seiji Ozawa,1846559197,9781846559198,0,3.87,Harvill Secker,Paperback,272,2016,2011,,11/14/16,"currently-reading, owned","currently-reading (#2), owned (#128)",currently-reading,,,,1,,,0,,,,,
165068,The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,"Lloyd-Jones, Sally",Jago,0310708257,9780310708254,5,4.75,Zonderkidz,Hardcover,348,2007,2007,12/6/16,3/18/15,owned,owned (#86),read,,,,1,,,0,,,,,
16790,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,"Gaiman, Neil",,0380789027,9780380789023,4,4.05,Avon Books,Mass Market Paperback,365,2005,1998,12/6/16,8/3/15,owned,owned (#96),read,,,,1,,,0,,,,,
26832734,The Stranger,Albert Camus,"Camus, Albert",,,,0,3.97,Lulu.com,Kindle Edition,93,2015,1942,,11/25/16,to-read,to-read (#57),to-read,,,,0,,,0,,,,,
10803121,"The Alloy of Law (Mistborn, #4)",Brandon Sanderson,"Sanderson, Brandon",,0765330423,9780765330420,4,4.21,Tor Books,Hardcover,332,2011,2011,11/23/16,9/15/16,,,read,,,,1,,,0,,,,,
25663576,The Lesbian Sex Haiku Book (with Cats!),Anna Pulley,"Pulley, Anna",Kelsey Beyer,1250072646,9781250072641,5,4.26,Flatiron Books,Hardcover,160,2016,2016,11/19/16,9/10/16,owned,owned (#126),read,,,,1,,,0,,,,,
31975,"Astonishing X-Men, Volume 2: Dangerous",Joss Whedon,"Whedon, Joss",John Cassaday,078511677X,9780785116776,4,4.19,Marvel,Paperback,152,2007,2005,11/18/16,11/16/16,,,read,,,,1,,,0,,,,,
31979,"Astonishing X-Men, Volume 1: Gifted",Joss Whedon,"Whedon, Joss",John Cassaday,0785115315,9780785115311,4,4.17,Marvel,Paperback,152,2006,2004,11/16/16,11/14/16,,,read,,,,1,,,0,,,,,
13503109,This Is How You Lose Her,Junot DÃ_az,"DÃ_az, Junot",,1594487367,9781594487361,4,3.76,Riverhead Books,Hardcover,217,2012,2012,11/14/16,2/29/16,owned,owned (#127),read,,,,1,,,0,,,,,
28116847,Here I Am,Jonathan Safran Foer,"Foer, Jonathan Safran",,0374280029,9780374280024,0,3.64,"Farrar, Straus and Giroux",Hardcover,592,2016,2016,,11/6/16,to-read,to-read (#55),to-read,,,,0,,,0,,,,,
4982,The Sirens of Titan,Kurt Vonnegut,"Vonnegut, Kurt",,1857988841,9781857988840,0,4.16,Gollancz,Paperback,224,1999,1959,,11/6/16,to-read,to-read (#54),to-read,,,,0,,,0,,,,,
22716582,ApocalyptiGirl: An Aria for the End Times,Andrew MacLean,"MacLean, Andrew",,1616555661,9781616555665,4,3.37,Dark Horse Originals,Paperback,96,2015,2015,11/6/16,11/2/16,,,read,,,,1,,,0,,,,,
865,The Alchemist,Paulo Coelho,"Coelho, Paulo","Alan R. Clarke, Ã–zdemir Ä°nce",0061122416,9780061122415,3,3.84,HarperCollins,Paperback,197,1993,1988,11/4/16,11/4/16,,,read,,,,1,,,0,,,,,
28588345,"The Midnight Star (The Young Elites, #3)",Marie Lu,"Lu, Marie",,0399167854,9780399167850,4,4.13,G.P. Putnam's Sons Books for Young Readers,Hardcover,316,2016,2016,11/2/16,6/21/16,,,read,,,,1,,,0,,,,,
24970339,Descender #1,Jeff Lemire,"Lemire, Jeff",Dustin Nguyen,,,0,4.18,Image Comics,Paperback,30,2015,2015,,4/13/15,,,read,,,,1,,,0,,,,,
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,0385534639,9780385534635,5,4.04,Doubleday,Hardcover,387,2011,2011,10/28/16,6/25/16,owned,owned (#123),read,,,,1,,,0,,,,,
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,0375831002,9780375831003,4,4.36,Alfred A. Knopf,Hardcover,552,2006,2005,10/27/16,10/1/16,,,read,,,,1,,,0,,,,,
6759,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,0316921173,9780316921176,5,4.31,Back Bay Books,Paperback,1088,2005,1996,10/13/16,8/30/15,owned,owned (#101),read,,,,1,,,0,,,,,
22544926,Spirits Abroad,Zen Cho,"Cho, Zen",,9670374987,9789670374987,0,4.22,FIXI Novo,Paperback,284,2014,2014,,10/1/16,to-read,to-read (#53),to-read,,,,0,,,0,,,,,
27209455,Romeo and/or Juliet: A Chooseable-Path Adventure,Ryan North,"North, Ryan",,1101983302,9781101983300,0,3.99,Riverhead Books,Paperback,400,2016,2016,,8/19/16,"to-read, owned","to-read (#51), owned (#125)",to-read,,,,0,,,0,,,,,
18405534,"Aama, Vol. 1: The Smell of Warm Dust (Aama, #1)",Frederik Peeters,"Peeters, Frederik",Edward Gauvin,1906838739,9781906838737,0,3.85,SelfMadeHero,Hardcover,86,2014,2011,,3/6/16,"to-read, owned","to-read (#45), owned (#124)",to-read,,,,0,,,0,,,,,
31538635,"Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies (Pottermore Presents, #1)",J.K. Rowling,"Rowling, J.K.",MinaLima,1781106282,9781781106280,0,4.23,Pottermore Limited,ebook,71,2016,2016,,9/10/16,to-read,to-read (#52),to-read,,,,0,,,0,,,,,
20764879,"A Gathering of Shadows (Shades of Magic, #2)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,0765376474,9780765376473,5,4.32,Tor Books,Hardcover,512,2016,2016,8/29/16,6/2/16,,,read,,,,1,,,0,,,,,
20706693,Flora and the Penguin,Molly Idle,"Idle, Molly",,145212891X,9781452128917,4,4.16,Chronicle Books,Hardcover,40,2014,2014,8/27/16,8/27/16,,,read,,,,1,,,0,,,,,
157993,The Little Prince,Antoine de Saint-ExupÃ©ry,"Saint-ExupÃ©ry, Antoine de","Richard Howard, Dom Marcos Barbosa, Melina Karakosta",0156012197,9780156012195,5,4.29,"Harcourt, Inc.",Paperback,93,2000,1943,8/7/16,8/7/16,owned,owned (#122),read,,,,1,,,0,,,,,
29056083,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",John Tiffany,"Tiffany, John","Jack Thorne, J.K. Rowling",0751565350,9780751565355,4,3.7,"Little, Brown",Hardcover,343,2016,2016,8/5/16,7/18/16,owned,owned (#121),read,,,,1,,,0,,,,,
28249658,Descender #2,Jeff Lemire,"Lemire, Jeff",Dustin Nguyen,,,0,4.37,Image Comics,Kindle Edition,31,2015,2015,,4/15/15,,,read,,,,1,,,0,,,,,
20662728,"Clariel (Abhorsen, #4)",Garth Nix,"Nix, Garth",,006156155X,9780061561559,3,3.8,HarperCollins,Hardcover,382,2014,2014,8/1/16,5/30/16,,,read,,,,1,,,0,,,,,
27209146,Ooko,Esme Shapiro,"Shapiro, Esme",,1101918454,9781101918456,4,4,Tundra Books,ebook,32,2016,2016,7/30/16,7/30/16,,,read,,,,1,,,0,,,,,
15745753,Eleanor & Park,Rainbow Rowell,"Rowell, Rainbow",,1250012570,9781250012579,4,4.09,St. Martin's Press,Hardcover,328,2013,2013,7/24/16,2/26/16,,,read,,,,1,,,0,,,,,
34532,"Hogfather (Discworld, #20; Death, #4)",Terry Pratchett,"Pratchett, Terry",,0552154288,9780552154284,4,4.23,Corgi,Paperback,432,2006,1996,7/22/16,6/22/16,owned,owned (#120),read,,,,1,,,0,,,,,
17214302,"Jane, the Fox, and Me",Fanny Britt,"Britt, Fanny","Isabelle Arsenault, Christelle Morelli, Susan Ouriou",1554983606,9781554983605,0,4.01,Groundwood Books,Hardcover,101,2013,2012,,7/14/16,to-read,to-read (#49),to-read,,,,0,,,0,,,,,
23846013,"The Rose Society (The Young Elites, #2)",Marie Lu,"Lu, Marie",,0399167846,9780399167843,4,4.09,G.P. Putnam's Sons Books for Young Readers,Hardcover,398,2015,2015,7/12/16,6/21/16,,,read,,,,1,,,0,,,,,
21535271,The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),Patrick Rothfuss,"Rothfuss, Patrick",Nate  Taylor,0756410436,9780756410438,0,3.91,DAW Books,Hardcover,159,2014,2014,,6/24/16,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
20821111,"The Young Elites (The Young Elites, #1)",Marie Lu,"Lu, Marie",,0399167838,9780399167836,4,3.92,G.P. Putnamâ€™s Sons Books for Young Readers,Hardcover,355,2014,2014,6/20/16,6/16/16,,,read,,,,1,,,0,,,,,
1417057,Witch and Wombat,Carolyn Cushman,"Cushman, Carolyn",,0446600865,9780446600866,4,3.73,Warner Books,Paperback,316,2009,1994,6/15/16,5/23/16,owned,owned (#118),read,,,,1,,,0,,,,,
23346611,Loop of Jade,Sarah Howe,"Howe, Sarah",,0701188693,9780701188696,0,3.94,Chatto  Windus,Paperback,64,2015,2015,,2/3/16,"currently-reading, owned","currently-reading (#1), owned (#119)",currently-reading,,,,1,,,0,,,,,
11299,After the Quake,Haruki Murakami,"Murakami, Haruki",Jay Rubin,0375713271,9780375713279,4,3.78,Vintage,Paperback,147,2003,2000,6/1/16,7/16/12,,,read,,,,1,,,0,,,,,
18630542,Seconds,Bryan Lee O'Malley,"O'Malley, Bryan Lee",Nathan Fairbairn,0345529375,9780345529374,4,4.06,Ballantine Books,Hardcover,323,2014,2014,5/27/16,5/26/16,,,read,,,,1,,,0,,,,,
68427,"Elantris (Elantris, #1)",Brandon Sanderson,"Sanderson, Brandon",,0765350378,9780765350374,5,4.17,Tor Fantasy,Mass Market Paperback,622,2006,2005,5/22/16,5/5/16,,,read,,,,1,,,0,,,,,
16115612,And the Mountains Echoed,Khaled Hosseini,"Hosseini, Khaled",,159463176X,9781594631764,4,4.04,Riverhead Books,Hardcover,404,2013,2012,5/7/16,4/26/16,,,read,,,,1,,,0,,,,,
20980987,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",Amanda Palmer,"Palmer, Amanda",,1455581089,9781455581085,4,3.98,Grand Central Publishing,Hardcover,339,2014,2014,5/5/16,3/10/16,,,read,,,,1,,,0,,,,,
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,0765376458,9780765376459,4,4.09,Tor Books,Hardcover,400,2015,2015,4/23/16,2/25/16,,,read,,,,1,,,0,,,,,
11486,The Color Purple,Alice Walker,"Walker, Alice",,0671727796,9780671727796,5,4.18,Pocket,Paperback,295,2004,1982,4/22/16,4/22/16,,,read,,,,1,,,0,,,,,
20819685,The Bone Clocks,David Mitchell,"Mitchell, David",,1400065674,9781400065677,4,3.82,Random House,Hardcover,624,2014,2014,4/21/16,4/1/16,,,read,,,,1,,,0,,,,,
16068905,Fangirl,Rainbow Rowell,"Rowell, Rainbow",,,,4,4.1,St. Martin's Press,Kindle Edition,481,2013,2013,4/15/16,2/26/16,,,read,,,,1,,,0,,,,,
91714,Civil War: A Marvel Comics Event,Mark Millar,"Millar, Mark","Steve McNiven, Dexter Vines, Morry Hollowell",078512179X,9780785121794,3,4.05,Marvel,Paperback,208,2007,2006,4/9/16,8/6/14,owned,owned (#108),read,,,,1,,,0,,,,,
14290364,"Champion (Legend, #3)",Marie Lu,"Lu, Marie",,0399256776,9780399256776,4,4.36,Putnam Juvenile,Hardcover,369,2013,2013,4/8/16,3/29/16,,,read,,,,1,,,0,,,,,
13414446,"Prodigy (Legend, #2)",Marie Lu,"Lu, Marie",,0399256768,9780399256769,4,4.28,Putnam Juvenile,Hardcover,371,2013,2013,4/4/16,3/29/16,,,read,,,,1,,,0,,,,,
9275658,"Legend (Legend, #1)",Marie Lu,"Lu, Marie",,,,4,4.18,Putnam Juvenile,Hardcover,305,2011,2011,3/29/16,3/28/16,,,read,,,,1,,,0,,,,,
24612624,George,Alex Gino,"Gino, Alex",,0545812542,9780545812542,0,4.02,Scholastic Press,Hardcover,195,2015,2015,,3/14/16,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
25855506,"Adulthood Is a Myth (Sarah's Scribbles, #1)",Sarah Andersen,"Andersen, Sarah",,1449474195,9781449474195,5,4.12,Andrews McMeel Publishing,Paperback,109,2016,2016,3/11/16,3/9/16,owned,owned (#117),read,,,,1,,,0,,,,,
18007564,The Martian,Andy Weir,"Weir, Andy",,0804139024,9780804139021,4,4.4,Crown,Hardcover,369,2014,2012,2/21/16,1/31/16,owned,owned (#115),read,,,,1,,,0,,,,,
23093372,The Fade Out: Act One,Ed Brubaker,"Brubaker, Ed","Sean Phillips, Elizabeth Breitweiser",1632151715,9781632151711,0,3.88,Image Comics,Paperback,120,2015,2015,,3/6/16,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
22816087,Seveneves,Neal Stephenson,"Stephenson, Neal",,,,0,3.99,William Morrow,Kindle Edition,880,2015,2015,,2/25/16,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
23705512,You're Never Weird on the Internet (Almost),Felicia Day,"Day, Felicia",Joss Whedon,1476785651,9781476785653,5,4.13,Touchstone,Hardcover,272,2015,2015,2/24/16,8/31/15,,,read,,,,1,,,0,,,,,
17182126,"Steelheart (The Reckoners, #1)",Brandon Sanderson,"Sanderson, Brandon",,0385743564,9780385743563,0,4.16,Delacorte Press,Hardcover,386,2013,2013,,2/24/16,to-read,to-read (#43),to-read,,,,0,,,0,,,,,
21413662,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,0544272994,9780544272996,0,4.17,Houghton Mifflin Harcourt,Hardcover,307,2014,2014,,2/24/16,"to-read, owned","to-read (#42), owned (#116)",to-read,,,,0,,,0,,,,,
25431238,The Portable Veblen,Elizabeth Mckenzie,"Mckenzie, Elizabeth",,1594206856,9781594206856,5,3.45,Penguin Press,Hardcover,430,2016,2016,2/5/16,1/25/16,owned,owned (#114),read,,,,1,,,0,,,,,
22237290,"Hawkeye, Volume 4: Rio Bravo",Matt Fraction,"Fraction, Matt","Chris Eliopoulos, David Aja, Jordie Bellaire, Francesco Francavilla, Matt Hollingsworth",0785185313,9780785185314,5,4.31,Marvel,Paperback,160,2015,2015,1/27/16,1/24/16,owned,owned (#113),read,,,,1,,,0,,,,,
17899544,"Hawkeye, Volume 3: L.A. Woman",Matt Fraction,"Fraction, Matt","Javier Pulido, Matt Hollingsworth, VC's Clayton Cowles, Annie Wu, David Aja",0785183906,9780785183907,5,4.15,Marvel,Paperback,120,2014,2014,1/23/16,1/21/16,owned,owned (#112),read,,,,1,,,0,,,,,
17277800,"Hawkeye, Volume 2: Little Hits",Matt Fraction,"Fraction, Matt","David Aja, Francesco Francavilla, Steve Lieber, Jesse Hamm, Annie Wu, Matt Hollingsworth, Chris Eliopoulos",0785165630,9780785165637,5,4.24,Marvel,Paperback,136,2013,2013,1/20/16,1/19/16,owned,owned (#111),read,,,,1,,,0,,,,,
16002136,"Hawkeye, Volume 1: My Life as a Weapon",Matt Fraction,"Fraction, Matt","David Aja, Javier Pulido, Matt Hollingsworth, Chris Eliopoulos, Alan Davis",0785165622,9780785165620,5,4.13,Marvel,Paperback,136,2013,2013,1/19/16,1/8/16,owned,owned (#110),read,,,,1,,,0,,,,,
15727792,"Chu's Day (Chu, #1)",Neil Gaiman,"Gaiman, Neil",Adam Rex,0062017810,9780062017819,5,3.85,HarperCollins Children's,Hardcover,30,2013,2013,1/12/16,1/12/16,,,read,,,,1,,,0,,,,,
47700,Black Orchid,Neil Gaiman,"Gaiman, Neil",Dave McKean,0930289552,9780930289553,0,3.72,DC Comics,Paperback,160,1991,1990,,1/8/16,"to-read, owned","to-read (#41), owned (#109)",to-read,,,,0,,,0,,,,,
34468,"A Cat, a Man, and Two Women",Jun'ichirÅç Tanizaki,"Tanizaki, Jun'ichirÅç",Paul McCarthy,4770016050,9784770016058,4,3.78,Kodansha,Paperback,180,1992,1936,1/6/16,12/13/15,owned,owned (#104),read,,,,1,,,0,,,,,
13578175,The Emperor's Soul,Brandon Sanderson,"Sanderson, Brandon",,1616960922,9781616960926,5,4.35,Tachyon Publications,Paperback,175,2012,2012,1/5/16,1/4/16,,,read,,,,1,,,0,,,,,
564758,Lost at Sea,Bryan Lee O'Malley,"O'Malley, Bryan Lee",,1932664165,9781932664164,5,3.73,Oni Press,Paperback,160,2012,2003,12/29/15,12/21/15,owned,owned (#105),read,,,,1,,,0,,,,,
24819502,"Merry Christmas, Squirrels!",Nancy     Rose,"Rose, Nancy",,0316302570,9780316302579,5,4.07,"Little, Brown Books for Young Readers",Hardcover,32,2015,2015,,12/23/15,owned,owned (#106),read,,,,1,,,0,,,,,
13594985,"Mouse Guard: The Black Axe (Mouse Guard, #0.5)",David Petersen,"Petersen, David",,1936393069,9781936393060,5,4.14,Archaia,Hardcover,192,2013,2013,12/16/15,10/20/15,,,read,,,,1,,,0,,,,,
3124317,"Mouse Guard: Winter 1152 (Mouse Guard, #2)",David Petersen,"Petersen, David",,1932386742,9781932386745,4,4.19,Archaia Studios Press,Hardcover,192,2009,2007,12/14/15,10/20/15,,,read,,,,1,,,0,,,,,
17332218,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,"Sanderson, Brandon",,0765326361,9780765326362,5,4.77,Tor Books,Hardcover,1087,2014,2014,12/13/15,5/31/15,owned,owned (#100),read,,,,1,,,0,,,,,
168668,"Catch-22 (Catch-22, #1)",Joseph Heller,"Heller, Joseph",,0684833395,9780684833392,0,3.98,Simon & Schuster ,Paperback,453,2004,1961,,10/6/11,"to-finish, owned","to-finish (#1), owned (#103)",to-finish,,,,0,,,0,,,,,
25451555,"Saga, Vol. 5 (Saga, #5)",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,1632154382,9781632154385,5,4.43,Image Comics,Paperback,152,2015,2015,,12/8/15,,,read,,,,1,,,0,,,,,
2213661,The Graveyard Book,Neil Gaiman,"Gaiman, Neil","Dave McKean, NÄ«ls Geimens",0060530928,9780060530921,4,4.12,HarperCollins,Hardcover,307,2008,2008,12/8/15,12/5/15,,,read,,,,1,,,0,,,,,
24013720,Wind/Pinball: Two Novels,Haruki Murakami,"Murakami, Haruki",Ted Goossen,0385352123,9780385352123,4,3.53,Knopf,Hardcover,234,2015,1979,11/12/15,8/14/15,owned,owned (#102),read,,,,1,,,0,,,,,
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,0765326353,9780765326355,5,4.65,Tor Books,Hardcover,1007,2010,2010,11/6/15,11/6/15,owned,owned (#99),read,,,,1,,,0,,,,,
64251,"Mouse Guard: Fall 1152 (Mouse Guard, #1)",David Petersen,"Petersen, David",,1932386572,9781932386578,4,3.99,Archaia,Hardcover,192,2009,2007,10/22/15,10/20/15,,,read,,,,1,,,0,,,,,
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,"Haddon, Mark",,1400032717,9781400032716,4,3.86,Vintage,Paperback,226,2004,2003,8/28/15,11/3/11,owned,owned (#98),read,,,,1,,,0,,,,,
16278318,Armada,Ernest Cline,"Cline, Ernest",,0804137250,9780804137256,3,3.51,Crown Publishing ,Hardcover,355,2015,2015,8/21/15,7/1/15,,,read,,,,1,,,0,,,,,
16670943,"Death. Writer, Neil Gaiman",Neil Gaiman,"Gaiman, Neil",,1781165068,9781781165065,0,4.45,Titan Publishing Company,Hardcover,320,2012,2012,,8/4/15,"to-read, owned","to-read (#40), owned (#97)",to-read,,,,0,,,0,,,,,
